,threshold-competitive,impact-long-queues,initial-corona-number,service-timeSA,policy-implemented,time-slot?,percentage-competitive,cum-infected,average-timequeue,min-timequeue,max-timequeue,cum-infected-10080,cum-infected-18720
1048,30,7,1,6,policy 0 (baseline),False,10,604,641.7391304,5,1593,3,101
1049,30,7,1,6,policy 0 (baseline),False,10,399,893.7670455,5,1669,2,32
1050,30,7,2,2,policy 0 (baseline),False,10,507,121.3636364,1,354,9,74
1051,30,7,2,2,policy 0 (baseline),False,10,446,212.1477273,1,869,13,73
1052,30,7,2,2,policy 0 (baseline),False,10,432,125.7727273,1,387,7,49
1053,30,7,2,2,policy 0 (baseline),False,10,538,238.6079545,1,883,9,79
1054,30,7,2,2,policy 0 (baseline),False,10,241,157.9375,1,444,6,28
1055,30,7,2,2,policy 0 (baseline),False,10,448,131.5227273,1,403,6,58
1056,30,7,2,2,policy 0 (baseline),False,10,221,220.4772727,1,818,6,31
1057,30,7,2,2,policy 0 (baseline),False,10,273,69.96022727,1,193,7,30
1058,30,7,2,2,policy 0 (baseline),False,10,290,97.02272727,1,307,4,36
1059,30,7,2,2,policy 0 (baseline),False,10,446,152.6761364,1,466,13,72
1060,30,7,2,3,policy 0 (baseline),False,10,564,447.1590909,2,1073,6,74
1061,30,7,2,3,policy 0 (baseline),False,10,606,218.5511364,2,843,9,91
1062,30,7,2,3,policy 0 (baseline),False,10,365,434.0909091,2,1080,11,56
1063,30,7,2,3,policy 0 (baseline),False,10,493,442.5113636,2,1137,7,72
1064,30,7,2,3,policy 0 (baseline),False,10,537,319.9204545,2,972,9,80
1065,30,7,2,3,policy 0 (baseline),False,10,590,330.1647727,2,989,7,85
1066,30,7,2,3,policy 0 (baseline),False,10,534,383.6704545,2,1022,6,108
1067,30,7,2,3,policy 0 (baseline),False,10,546,289.5738636,2,977,10,80
1068,30,7,2,3,policy 0 (baseline),False,10,424,362.0909091,2,1085,9,60
1069,30,7,2,3,policy 0 (baseline),False,10,346,421.9659091,2,1083,4,39
1070,30,7,2,4,policy 0 (baseline),False,10,361,569.4431818,3,1288,6,55
1071,30,7,2,4,policy 0 (baseline),False,10,679,614.7443182,3,1497,7,111
1072,30,7,2,4,policy 0 (baseline),False,10,691,691.0454545,3,1594,12,115
1073,30,7,2,4,policy 0 (baseline),False,10,564,550.1534091,3,1318,6,96
1074,30,7,2,4,policy 0 (baseline),False,10,695,487.0284091,3,1176,11,136
1075,30,7,2,4,policy 0 (baseline),False,10,469,478.9943182,3,1178,7,46
1076,30,7,2,4,policy 0 (baseline),False,10,532,563.0681818,3,1251,7,88
1077,30,7,2,4,policy 0 (baseline),False,10,579,515.3295455,3,1230,6,108
1078,30,7,2,4,policy 0 (baseline),False,10,259,530.3863636,3,1186,9,39
1079,30,7,2,4,policy 0 (baseline),False,10,251,572.0852273,3,1297,4,22
1080,30,7,2,5,policy 0 (baseline),False,10,782,789.1761364,4,1836,16,222
1081,30,7,2,5,policy 0 (baseline),False,10,648,862.3125,4,1821,10,112
1082,30,7,2,5,policy 0 (baseline),False,10,687,816.5397727,4,1530,11,113
1083,30,7,2,5,policy 0 (baseline),False,10,719,798.5227273,4,1743,8,136
1084,30,7,2,5,policy 0 (baseline),False,10,695,792.7556818,4,1627,8,115
1085,30,7,2,5,policy 0 (baseline),False,10,635,770.1704545,4,1543,7,113
1086,30,7,2,5,policy 0 (baseline),False,10,275,700.9829545,4,1434,7,35
1087,30,7,2,5,policy 0 (baseline),False,10,523,857.6022727,4,1857,11,66
1088,30,7,2,5,policy 0 (baseline),False,10,468,647.5227273,4,1412,7,60
1089,30,7,2,5,policy 0 (baseline),False,10,721,868.4204545,4,1816,9,151
1090,30,7,2,6,policy 0 (baseline),False,10,351,1041.477273,5,2397,8,49
1091,30,7,2,6,policy 0 (baseline),False,10,534,571.1504425,5,1540,7,108
1092,30,7,2,6,policy 0 (baseline),False,10,591,1014.193182,5,2363,11,104
1093,30,7,2,6,policy 0 (baseline),False,10,708,899.6761364,5,2315,8,140
1094,30,7,2,6,policy 0 (baseline),False,10,695,893.2272727,5,2225,11,125
1095,30,7,2,6,policy 0 (baseline),False,10,325,930.5511364,6,1717,9,45
1096,30,7,2,6,policy 0 (baseline),False,10,686,916.0170455,5,1849,7,93
1097,30,7,2,6,policy 0 (baseline),False,10,713,994.2897727,5,2318,11,141
1098,30,7,2,6,policy 0 (baseline),False,10,729,959.4375,5,1728,8,143
1099,30,7,2,6,policy 0 (baseline),False,10,543,889.0965909,6,1662,7,93
1100,30,7,3,2,policy 0 (baseline),False,10,457,158.2840909,1,445,10,72
1101,30,7,3,2,policy 0 (baseline),False,10,396,60.68181818,1,231,11,44
1102,30,7,3,2,policy 0 (baseline),False,10,514,94.01136364,1,309,11,70
1103,30,7,3,2,policy 0 (baseline),False,10,307,53.82386364,1,197,8,31
1104,30,7,3,2,policy 0 (baseline),False,10,509,61.72159091,1,215,11,65
1105,30,7,3,2,policy 0 (baseline),False,10,355,186.7840909,1,454,9,45
1106,30,7,3,2,policy 0 (baseline),False,10,230,141.5542857,1,408,8,35
1107,30,7,3,2,policy 0 (baseline),False,10,182,102.5909091,1,337,13,30
1108,30,7,3,2,policy 0 (baseline),False,10,595,148.6477273,1,441,12,116
1109,30,7,3,2,policy 0 (baseline),False,10,511,137.5568182,1,447,14,71
1110,30,7,3,3,policy 0 (baseline),False,10,686,428.0909091,2,1145,12,129
1111,30,7,3,3,policy 0 (baseline),False,10,765,317.4715909,2,1152,10,147
1112,30,7,3,3,policy 0 (baseline),False,10,493,312.2556818,2,971,12,82
1113,30,7,3,3,policy 0 (baseline),False,10,660,508.0511364,2,1205,16,118
1114,30,7,3,3,policy 0 (baseline),False,10,526,327.8920455,2,996,11,77
1115,30,7,3,3,policy 0 (baseline),False,10,464,316.1818182,2,1018,11,71
1116,30,7,3,3,policy 0 (baseline),False,10,478,413.7329545,2,1069,14,72
1117,30,7,3,3,policy 0 (baseline),False,10,686,363.6988636,2,1178,9,133
1118,30,7,3,3,policy 0 (baseline),False,10,583,378.7045455,2,1053,17,103
1119,30,7,3,3,policy 0 (baseline),False,10,735,486.4375,2,1304,15,144
1120,30,7,3,4,policy 0 (baseline),False,10,637,732.0170455,3,1600,12,127
1121,30,7,3,4,policy 0 (baseline),False,10,604,549.4715909,3,1484,10,113
1122,30,7,3,4,policy 0 (baseline),False,10,627,546.5113636,3,1208,13,109
1123,30,7,3,4,policy 0 (baseline),False,10,784,697.4715909,3,1569,14,216
1124,30,7,3,4,policy 0 (baseline),False,10,620,644.8693182,3,1381,13,113
1125,30,7,3,4,policy 0 (baseline),False,10,818,729.1193182,3,1624,15,242
1126,30,7,3,4,policy 0 (baseline),False,10,477,638.5,3,1396,10,76
1127,30,7,3,4,policy 0 (baseline),False,10,678,531.3125,3,1459,14,120
1128,30,7,3,4,policy 0 (baseline),False,10,714,543.8125,3,1267,14,166
1129,30,7,3,4,policy 0 (baseline),False,10,576,540.7159091,3,1289,8,88
1130,30,7,3,5,policy 0 (baseline),False,10,532,668.2840909,4,1391,11,89
1131,30,7,3,5,policy 0 (baseline),False,10,691,771.4659091,4,1683,9,116
1132,30,7,3,5,policy 0 (baseline),False,10,708,761.8295455,4,1825,14,138
1133,30,7,3,5,policy 0 (baseline),False,10,753,716.9261364,4,1465,7,163
1134,30,7,3,5,policy 0 (baseline),False,10,752,813.6477273,4,1765,15,173
1135,30,7,3,5,policy 0 (baseline),False,10,434,815.3806818,4,1860,10,55
1136,30,7,3,5,policy 0 (baseline),False,10,419,787.3636364,4,1771,11,58
1137,30,7,3,5,policy 0 (baseline),False,10,617,767.9829545,4,1525,10,130
1138,30,7,3,5,policy 0 (baseline),False,10,334,702.5170455,4,1478,11,50
1139,30,7,3,5,policy 0 (baseline),False,10,741,850.8977273,4,1747,16,152
1140,30,7,3,6,policy 0 (baseline),False,10,712,943.2083333,5,1942,16,193
1141,30,7,3,6,policy 0 (baseline),False,10,688,1033.767045,5,2425,14,154
1142,30,7,3,6,policy 0 (baseline),False,10,480,943.1363636,5,2358,8,90
1143,30,7,3,6,policy 0 (baseline),False,10,729,900.3011364,5,2277,20,166
1144,30,7,3,6,policy 0 (baseline),False,10,323,1011.846591,5,2357,10,48
1145,30,7,3,6,policy 0 (baseline),False,10,785,905.6704545,5,2411,13,195
1146,30,7,3,6,policy 0 (baseline),False,10,802,1019.204545,5,2453,8,216
1147,30,7,3,6,policy 0 (baseline),False,10,665,896.5738636,5,1743,9,133
1148,30,7,3,6,policy 0 (baseline),False,10,715,694.4094488,5,1686,13,175
1149,30,7,3,6,policy 0 (baseline),False,10,759,923.5965909,5,2405,10,160
1150,30,7,4,2,policy 0 (baseline),False,10,521,28.51515152,1,170,17,91
1151,30,7,4,2,policy 0 (baseline),False,10,562,155.3181818,1,439,15,106
1152,30,7,4,2,policy 0 (baseline),False,10,550,98.28409091,1,321,17,91
1153,30,7,4,2,policy 0 (baseline),False,10,665,78.25568182,1,250,11,133
1154,30,7,4,2,policy 0 (baseline),False,10,622,110.5170455,1,853,19,117
1155,30,7,4,2,policy 0 (baseline),False,10,391,102.1647727,1,339,20,62
1156,30,7,4,2,policy 0 (baseline),False,10,566,115.4204545,1,372,14,105
1157,30,7,4,2,policy 0 (baseline),False,10,603,127.1875,1,388,21,127
1158,30,7,4,2,policy 0 (baseline),False,10,564,100.4147727,1,364,14,112
1159,30,7,4,2,policy 0 (baseline),False,10,639,83.93181818,1,289,19,111
1160,30,7,4,3,policy 0 (baseline),False,10,769,412.7670455,2,1094,21,172
1161,30,7,4,3,policy 0 (baseline),False,10,674,389.4431818,2,1054,14,109
1162,30,7,4,3,policy 0 (baseline),False,10,631,479.3920455,2,1116,17,107
1163,30,7,4,3,policy 0 (baseline),False,10,559,197.9488636,2,839,20,79
1164,30,7,4,3,policy 0 (baseline),False,10,505,298.7329545,2,962,15,72
1165,30,7,4,3,policy 0 (baseline),False,10,687,355.1590909,2,1210,16,129
1166,30,7,4,3,policy 0 (baseline),False,10,666,389.9772727,2,1065,14,121
1167,30,7,4,3,policy 0 (baseline),False,10,517,281.8465909,2,935,12,88
1168,30,7,4,3,policy 0 (baseline),False,10,527,308.6306818,2,1111,15,100
1169,30,7,4,3,policy 0 (baseline),False,10,655,374.3181818,2,1169,20,123
1170,30,7,4,4,policy 0 (baseline),False,10,797,618.4659091,3,1528,16,210
1171,30,7,4,4,policy 0 (baseline),False,10,422,487.1590909,3,1146,15,61
1172,30,7,4,4,policy 0 (baseline),False,10,663,485.8409091,3,1196,13,121
1173,30,7,4,4,policy 0 (baseline),False,10,650,580.2329545,3,1266,19,133
1174,30,7,4,4,policy 0 (baseline),False,10,654,659.125,3,1532,21,133
1175,30,7,4,4,policy 0 (baseline),False,10,735,622.9488636,3,1394,15,196
1176,30,7,4,4,policy 0 (baseline),False,10,450,136.2105263,3,516,14,134
1177,30,7,4,4,policy 0 (baseline),False,10,809,710,3,1453,18,242
1178,30,7,4,4,policy 0 (baseline),False,10,620,590.3693182,3,1235,15,115
1179,30,7,4,4,policy 0 (baseline),False,10,740,594.0340909,3,1308,15,163
1180,30,7,4,5,policy 0 (baseline),False,10,752,863.6193182,4,1896,19,192
1181,30,7,4,5,policy 0 (baseline),False,10,691,655.3409091,4,1354,14,125
1182,30,7,4,5,policy 0 (baseline),False,10,452,748.1079545,4,1512,14,55
1183,30,7,4,5,policy 0 (baseline),False,10,793,870.4090909,4,1917,20,234
1184,30,7,4,5,policy 0 (baseline),False,10,806,801.0227273,4,1808,17,228
1185,30,7,4,5,policy 0 (baseline),False,10,829,883.5113636,4,1926,14,260
1186,30,7,4,5,policy 0 (baseline),False,10,812,779.6193182,4,1803,16,250
1187,30,7,4,5,policy 0 (baseline),False,10,811,823.2386364,4,1784,16,251
1188,30,7,4,5,policy 0 (baseline),False,10,796,844.6079545,4,1902,18,238
1189,30,7,4,5,policy 0 (baseline),False,10,770,712.0681818,4,1701,17,195
1190,30,7,4,6,policy 0 (baseline),False,10,704,975.5511364,5,1830,17,148
1191,30,7,4,6,policy 0 (baseline),False,10,726,963.0454545,5,1767,13,162
1192,30,7,4,6,policy 0 (baseline),False,10,638,1097.636364,5,2488,13,106
1193,30,7,4,6,policy 0 (baseline),False,10,612,946.9375,5,2345,14,110
1194,30,7,4,6,policy 0 (baseline),False,10,687,906.2159091,5,1716,16,142
1195,30,7,4,6,policy 0 (baseline),False,10,795,993.3125,5,2271,14,205
1196,30,7,4,6,policy 0 (baseline),False,10,825,975.8579545,5,2307,22,261
1197,30,7,4,6,policy 0 (baseline),False,10,776,950.7777778,5,1969,19,193
1198,30,7,4,6,policy 0 (baseline),False,10,672,833.2228571,5,1584,12,128
1199,30,7,4,6,policy 0 (baseline),False,10,792,1080.551136,5,2487,14,234
1200,30,7,5,2,policy 0 (baseline),False,10,723,109.8579545,1,353,22,149
1201,30,7,5,2,policy 0 (baseline),False,10,524,98.40340909,1,322,18,76
1202,30,7,5,2,policy 0 (baseline),False,10,650,220.2727273,1,853,15,103
1203,30,7,5,2,policy 0 (baseline),False,10,372,146.3409091,1,395,18,60
1204,30,7,5,2,policy 0 (baseline),False,10,715,57.67613636,1,236,22,139
1205,30,7,5,2,policy 0 (baseline),False,10,712,157.125,1,449,21,147
1206,30,7,5,2,policy 0 (baseline),False,10,634,104.7386364,1,315,16,92
1207,30,7,5,2,policy 0 (baseline),False,10,534,141.1079545,1,382,22,90
1208,30,7,5,2,policy 0 (baseline),False,10,695,171.2670455,1,476,21,148
1209,30,7,5,2,policy 0 (baseline),False,10,481,82.51136364,1,322,21,84
1210,30,7,5,3,policy 0 (baseline),False,10,501,282.4971429,2,923,17,73
1211,30,7,5,3,policy 0 (baseline),False,10,799,256.9375,2,915,23,216
1212,30,7,5,3,policy 0 (baseline),False,10,799,431.9034091,2,1122,23,213
1213,30,7,5,3,policy 0 (baseline),False,10,751,395.375,2,1214,21,160
1214,30,7,5,3,policy 0 (baseline),False,10,768,386.5340909,2,1018,18,172
1215,30,7,5,3,policy 0 (baseline),False,10,718,409.1931818,2,1175,20,169
1216,30,7,5,3,policy 0 (baseline),False,10,733,375.3693182,2,1060,25,196
1217,30,7,5,3,policy 0 (baseline),False,10,625,357.4943182,2,1013,20,112
1218,30,7,5,3,policy 0 (baseline),False,10,779,442.4375,2,1180,20,188
1219,30,7,5,3,policy 0 (baseline),False,10,567,327.9659091,2,1000,19,112
1220,30,7,5,4,policy 0 (baseline),False,10,787,604.3011364,3,1331,23,229
1221,30,7,5,4,policy 0 (baseline),False,10,788,549.1477273,3,1259,20,200
1222,30,7,5,4,policy 0 (baseline),False,10,788,610.5909091,3,1456,16,229
1223,30,7,5,4,policy 0 (baseline),False,10,729,573.375,3,1276,20,148
1224,30,7,5,4,policy 0 (baseline),False,10,765,623.7102273,3,1374,18,193
1225,30,7,5,4,policy 0 (baseline),False,10,570,460.25,3,1153,16,114
1226,30,7,5,4,policy 0 (baseline),False,10,816,657.2329545,3,1433,27,212
1227,30,7,5,4,policy 0 (baseline),False,10,702,630.7613636,3,1357,17,167
1228,30,7,5,4,policy 0 (baseline),False,10,789,612.6193182,3,1303,15,196
1229,30,7,5,4,policy 0 (baseline),False,10,821,605.6988636,3,1590,17,272
1230,30,7,5,5,policy 0 (baseline),False,10,814,795.8806818,4,1796,22,225
1231,30,7,5,5,policy 0 (baseline),False,10,663,706.7840909,4,1482,23,151
1232,30,7,5,5,policy 0 (baseline),False,10,791,731.5,4,1469,16,164
1233,30,7,5,5,policy 0 (baseline),False,10,768,987.3011364,4,2322,17,210
1234,30,7,5,5,policy 0 (baseline),False,10,773,647.6761364,4,1412,17,200
1235,30,7,5,5,policy 0 (baseline),False,10,779,793.0113636,4,1576,20,210
1236,30,7,5,5,policy 0 (baseline),False,10,830,899.1477273,4,1896,25,256
1237,30,7,5,5,policy 0 (baseline),False,10,834,794.4034091,4,1791,19,280
1238,30,7,5,5,policy 0 (baseline),False,10,798,809.6647727,4,1554,27,199
1239,30,7,5,5,policy 0 (baseline),False,10,731,828.6761364,4,1577,17,146
1240,30,7,5,6,policy 0 (baseline),False,10,845,973.6534091,5,2356,25,310
1241,30,7,5,6,policy 0 (baseline),False,10,821,981.6363636,5,2341,23,224
1242,30,7,5,6,policy 0 (baseline),False,10,815,994.375,5,2424,25,239
1243,30,7,5,6,policy 0 (baseline),False,10,734,822.3068182,5,1673,15,168
1244,30,7,5,6,policy 0 (baseline),False,10,820,1019.681818,5,2496,16,264
1245,30,7,5,6,policy 0 (baseline),False,10,815,932.8125,5,1796,17,259
1246,30,7,5,6,policy 0 (baseline),False,10,806,1032.340909,5,2390,23,222
1247,30,7,5,6,policy 0 (baseline),False,10,822,926.6761364,5,2370,18,253
1248,30,7,5,6,policy 0 (baseline),False,10,533,468.5306122,5,1309,18,144
1249,30,7,5,6,policy 0 (baseline),False,10,793,1084.397727,5,2480,18,213
1250,40,3,1,2,policy 0 (baseline),False,10,274,111.125,1,276,4,29
1251,40,3,1,2,policy 0 (baseline),False,10,112,50.24431818,1,148,4,16
1252,40,3,1,2,policy 0 (baseline),False,10,125,58.51704545,1,191,3,18
1253,40,3,1,2,policy 0 (baseline),False,10,357,93.28977273,1,253,5,49
1254,40,3,1,2,policy 0 (baseline),False,10,57,61.68181818,1,184,4,12
1255,40,3,1,2,policy 0 (baseline),False,10,194,105.3636364,1,249,3,19
1256,40,3,1,2,policy 0 (baseline),False,10,196,72.14772727,1,200,7,24
1257,40,3,1,2,policy 0 (baseline),False,10,199,71.59090909,1,188,3,24
1258,40,3,1,2,policy 0 (baseline),False,10,317,129.25,1,303,3,42
1259,40,3,1,2,policy 0 (baseline),False,10,117,51.59090909,1,144,4,17
1260,40,3,1,3,policy 0 (baseline),False,10,174,204.2670455,2,814,6,26
1261,40,3,1,3,policy 0 (baseline),False,10,20,210.5909091,2,772,2,3
1262,40,3,1,3,policy 0 (baseline),False,10,346,188.1647727,2,415,4,36
1263,40,3,1,3,policy 0 (baseline),False,10,432,315.2386364,2,876,2,51
1264,40,3,1,3,policy 0 (baseline),False,10,130,239.3011364,2,829,4,16
1265,40,3,1,3,policy 0 (baseline),False,10,2,154.125,2,379,2,2
1266,40,3,1,3,policy 0 (baseline),False,10,264,195.375,2,336,6,33
1267,40,3,1,3,policy 0 (baseline),False,10,3,203.6647727,2,719,3,3
1268,40,3,1,3,policy 0 (baseline),False,10,220,261.3125,2,804,3,27
1269,40,3,1,3,policy 0 (baseline),False,10,354,197.3181818,2,387,5,44
1270,40,3,1,4,policy 0 (baseline),False,10,150,396.5454545,3,947,3,16
1271,40,3,1,4,policy 0 (baseline),False,10,346,455.8636364,3,995,4,32
1272,40,3,1,4,policy 0 (baseline),False,10,313,583.1534091,3,1111,5,31
1273,40,3,1,4,policy 0 (baseline),False,10,268,442.9659091,3,1007,5,36
1274,40,3,1,4,policy 0 (baseline),False,10,59,367.6988636,3,916,3,13
1275,40,3,1,4,policy 0 (baseline),False,10,431,364.875,3,905,7,51
1276,40,3,1,4,policy 0 (baseline),False,10,244,340.2556818,3,902,5,23
1277,40,3,1,4,policy 0 (baseline),False,10,5,354.0511364,3,934,2,2
1278,40,3,1,4,policy 0 (baseline),False,10,286,489.6704545,3,1062,3,34
1279,40,3,1,4,policy 0 (baseline),False,10,465,477.0056818,3,1034,6,61
1280,40,3,1,5,policy 0 (baseline),False,10,152,549.0397727,4,1098,4,18
1281,40,3,1,5,policy 0 (baseline),False,10,128,541.1477273,4,1072,3,13
1282,40,3,1,5,policy 0 (baseline),False,10,113,589.7329545,4,1128,4,14
1283,40,3,1,5,policy 0 (baseline),False,10,398,582.4545455,4,1149,4,50
1284,40,3,1,5,policy 0 (baseline),False,10,444,680.9659091,4,1237,4,47
1285,40,3,1,5,policy 0 (baseline),False,10,82,525.6875,4,1060,2,10
1286,40,3,1,5,policy 0 (baseline),False,10,59,515.4488636,4,1067,5,11
1287,40,3,1,5,policy 0 (baseline),False,10,169,653.5795455,4,1192,4,20
1288,40,3,1,5,policy 0 (baseline),False,10,205,614.2897727,4,1185,7,32
1289,40,3,1,5,policy 0 (baseline),False,10,313,613.3181818,4,1151,7,42
1290,40,3,1,6,policy 0 (baseline),False,10,249,703.5113636,5,1300,3,23
1291,40,3,1,6,policy 0 (baseline),False,10,299,556.9545455,5,1119,3,29
1292,40,3,1,6,policy 0 (baseline),False,10,161,630.5738636,6,1222,4,14
1293,40,3,1,6,policy 0 (baseline),False,10,275,665.3522727,5,1210,4,31
1294,40,3,1,6,policy 0 (baseline),False,10,412,665.875,6,1249,4,56
1295,40,3,1,6,policy 0 (baseline),False,10,222,638.8636364,5,1233,7,23
1296,40,3,1,6,policy 0 (baseline),False,10,148,717.8409091,6,1304,2,17
1297,40,3,1,6,policy 0 (baseline),False,10,2,662.4943182,5,1275,2,2
1298,40,3,1,6,policy 0 (baseline),False,10,120,738.6420455,5,1321,4,20
1299,40,3,1,6,policy 0 (baseline),False,10,24,642.8011364,5,1222,3,7
1300,40,3,2,2,policy 0 (baseline),False,10,276,14.61363636,1,52,4,34
1301,40,3,2,2,policy 0 (baseline),False,10,439,94.32954545,1,243,5,68
1302,40,3,2,2,policy 0 (baseline),False,10,542,57.90909091,1,166,11,72
1303,40,3,2,2,policy 0 (baseline),False,10,377,120.3636364,1,278,8,48
1304,40,3,2,2,policy 0 (baseline),False,10,450,106.1136364,1,294,9,55
1305,40,3,2,2,policy 0 (baseline),False,10,173,23.4375,1,81,7,14
1306,40,3,2,2,policy 0 (baseline),False,10,414,42.77840909,1,147,12,63
1307,40,3,2,2,policy 0 (baseline),False,10,237,24.15340909,1,73,7,32
1308,40,3,2,2,policy 0 (baseline),False,10,425,100.625,1,268,8,62
1309,40,3,2,2,policy 0 (baseline),False,10,644,48.10227273,1,176,12,87
1310,40,3,2,3,policy 0 (baseline),False,10,420,257.0284091,2,780,6,49
1311,40,3,2,3,policy 0 (baseline),False,10,530,176.4318182,2,350,9,73
1312,40,3,2,3,policy 0 (baseline),False,10,643,244.4886364,2,803,10,111
1313,40,3,2,3,policy 0 (baseline),False,10,365,206.6477273,2,403,8,43
1314,40,3,2,3,policy 0 (baseline),False,10,285,241.4886364,2,787,8,31
1315,40,3,2,3,policy 0 (baseline),False,10,388,146.0909091,2,328,8,37
1316,40,3,2,3,policy 0 (baseline),False,10,208,210.5170455,2,393,10,31
1317,40,3,2,3,policy 0 (baseline),False,10,280,197.7215909,2,382,8,36
1318,40,3,2,3,policy 0 (baseline),False,10,429,201.3409091,2,400,9,35
1319,40,3,2,3,policy 0 (baseline),False,10,162,208.5795455,2,382,6,29
1320,40,3,2,4,policy 0 (baseline),False,10,313,338.0227273,3,893,7,38
1321,40,3,2,4,policy 0 (baseline),False,10,321,369.6761364,3,937,6,43
1322,40,3,2,4,policy 0 (baseline),False,10,332,391.4431818,3,945,8,40
1323,40,3,2,4,policy 0 (baseline),False,10,344,399.5227273,3,898,7,51
1324,40,3,2,4,policy 0 (baseline),False,10,299,318.0681818,3,901,9,37
1325,40,3,2,4,policy 0 (baseline),False,10,327,362.8977273,3,926,7,48
1326,40,3,2,4,policy 0 (baseline),False,10,643,363.5568182,3,909,12,98
1327,40,3,2,4,policy 0 (baseline),False,10,547,371.0227273,3,927,9,67
1328,40,3,2,4,policy 0 (baseline),False,10,105,375.6704545,3,920,8,21
1329,40,3,2,4,policy 0 (baseline),False,10,507,398.6931818,3,935,10,55
1330,40,3,2,5,policy 0 (baseline),False,10,276,511.8238636,4,1046,9,47
1331,40,3,2,5,policy 0 (baseline),False,10,620,507.9545455,4,1054,14,121
1332,40,3,2,5,policy 0 (baseline),False,10,327,519.125,4,1098,7,51
1333,40,3,2,5,policy 0 (baseline),False,10,409,682.2897727,4,1215,5,36
1334,40,3,2,5,policy 0 (baseline),False,10,347,506.8806818,4,1051,6,50
1335,40,3,2,5,policy 0 (baseline),False,10,534,531.3068182,4,1080,9,80
1336,40,3,2,5,policy 0 (baseline),False,10,404,540.9545455,4,1111,7,55
1337,40,3,2,5,policy 0 (baseline),False,10,288,576.4034091,4,1103,5,39
1338,40,3,2,5,policy 0 (baseline),False,10,397,500.7443182,4,1041,10,65
1339,40,3,2,5,policy 0 (baseline),False,10,446,605.8465909,4,1162,8,64
1340,40,3,2,6,policy 0 (baseline),False,10,355,685.0681818,5,1278,7,40
1341,40,3,2,6,policy 0 (baseline),False,10,503,660.1590909,5,1277,6,68
1342,40,3,2,6,policy 0 (baseline),False,10,302,670.9602273,5,1281,11,41
1343,40,3,2,6,policy 0 (baseline),False,10,624,634.0454545,5,1224,12,99
1344,40,3,2,6,policy 0 (baseline),False,10,350,672.6590909,5,1246,8,54
1345,40,3,2,6,policy 0 (baseline),False,10,441,610.4602273,5,1174,4,62
1346,40,3,2,6,policy 0 (baseline),False,10,498,647.2215909,5,1235,12,70
1347,40,3,2,6,policy 0 (baseline),False,10,390,671.4829545,5,1282,10,62
1348,40,3,2,6,policy 0 (baseline),False,10,433,714.7272727,5,1322,8,60
1349,40,3,2,6,policy 0 (baseline),False,10,206,675.3125,5,1252,8,29
1350,40,3,3,2,policy 0 (baseline),False,10,562,69.40340909,1,256,8,82
1351,40,3,3,2,policy 0 (baseline),False,10,501,96.76704545,1,251,15,97
1352,40,3,3,2,policy 0 (baseline),False,10,411,40.42613636,1,138,12,56
1353,40,3,3,2,policy 0 (baseline),False,10,278,62.30113636,1,193,8,35
1354,40,3,3,2,policy 0 (baseline),False,10,375,77.11931818,1,216,10,47
1355,40,3,3,2,policy 0 (baseline),False,10,661,110.9659091,1,302,12,106
1356,40,3,3,2,policy 0 (baseline),False,10,431,120.7954545,1,291,11,64
1357,40,3,3,2,policy 0 (baseline),False,10,449,21.88068182,1,67,14,71
1358,40,3,3,2,policy 0 (baseline),False,10,382,136.9488636,1,329,11,49
1359,40,3,3,2,policy 0 (baseline),False,10,415,101.1647727,1,242,14,57
1360,40,3,3,3,policy 0 (baseline),False,10,740,218.25,2,739,15,168
1361,40,3,3,3,policy 0 (baseline),False,10,414,188.4602273,2,397,10,52
1362,40,3,3,3,policy 0 (baseline),False,10,537,168.0511364,2,387,12,76
1363,40,3,3,3,policy 0 (baseline),False,10,375,254.4829545,2,845,11,52
1364,40,3,3,3,policy 0 (baseline),False,10,308,162.3295455,2,339,14,62
1365,40,3,3,3,policy 0 (baseline),False,10,632,253.6306818,2,787,16,85
1366,40,3,3,3,policy 0 (baseline),False,10,511,219.2670455,2,394,8,69
1367,40,3,3,3,policy 0 (baseline),False,10,549,280.3238636,2,833,15,79
1368,40,3,3,3,policy 0 (baseline),False,10,633,167.8181818,2,346,13,118
1369,40,3,3,3,policy 0 (baseline),False,10,445,167.3295455,2,370,8,44
1370,40,3,3,4,policy 0 (baseline),False,10,508,422.0113636,3,976,11,71
1371,40,3,3,4,policy 0 (baseline),False,10,181,402.2272727,3,928,9,28
1372,40,3,3,4,policy 0 (baseline),False,10,452,474.1022727,3,1015,9,83
1373,40,3,3,4,policy 0 (baseline),False,10,511,391.3522727,3,968,16,99
1374,40,3,3,4,policy 0 (baseline),False,10,765,395.9147727,3,946,24,200
1375,40,3,3,4,policy 0 (baseline),False,10,449,347.9715909,3,886,11,65
1376,40,3,3,4,policy 0 (baseline),False,10,470,423.9829545,3,951,12,70
1377,40,3,3,4,policy 0 (baseline),False,10,235,430.5681818,3,954,10,31
1378,40,3,3,4,policy 0 (baseline),False,10,465,383.0909091,3,931,11,63
1379,40,3,3,4,policy 0 (baseline),False,10,696,418.4090909,3,962,17,141
1380,40,3,3,5,policy 0 (baseline),False,10,650,573.5170455,4,1122,11,114
1381,40,3,3,5,policy 0 (baseline),False,10,492,486.1306818,4,1055,8,72
1382,40,3,3,5,policy 0 (baseline),False,10,673,638.0568182,4,1174,11,123
