,threshold-competitive,impact-long-queues,initial-corona-number,service-timeSA,policy-implemented,time-slot?,percentage-competitive,cum-infected,average-timequeue,min-timequeue,max-timequeue,cum-infected-10080,cum-infected-18720
2615,50,3,3,3,policy 0 (baseline),False,10,637,200.4886364,2,364,18,115
2616,50,3,3,3,policy 0 (baseline),False,10,440,196.3295455,2,409,14,65
2617,50,3,3,3,policy 0 (baseline),False,10,384,178.5397727,2,425,11,61
2618,50,3,3,3,policy 0 (baseline),False,10,396,207.9602273,2,404,8,47
2619,50,3,3,3,policy 0 (baseline),False,10,394,205.1477273,2,354,11,60
2620,50,3,3,4,policy 0 (baseline),False,10,585,320.0511364,3,866,13,99
2621,50,3,3,4,policy 0 (baseline),False,10,304,329.3977273,3,890,11,41
2622,50,3,3,4,policy 0 (baseline),False,10,574,380.4715909,3,910,12,112
2623,50,3,3,4,policy 0 (baseline),False,10,493,367.3295455,3,909,15,85
2624,50,3,3,4,policy 0 (baseline),False,10,251,381.4886364,3,921,11,32
2625,50,3,3,4,policy 0 (baseline),False,10,427,320.2329545,3,859,13,61
2626,50,3,3,4,policy 0 (baseline),False,10,461,341.1988636,3,882,11,69
2627,50,3,3,4,policy 0 (baseline),False,10,439,407.2613636,3,963,13,59
2628,50,3,3,4,policy 0 (baseline),False,10,401,358.5738636,3,924,12,43
2629,50,3,3,4,policy 0 (baseline),False,10,599,416.2670455,3,955,17,96
2630,50,3,3,5,policy 0 (baseline),False,10,723,539.1363636,4,1091,12,153
2631,50,3,3,5,policy 0 (baseline),False,10,472,484.0113636,4,1039,14,63
2632,50,3,3,5,policy 0 (baseline),False,10,471,484.4829545,4,1021,13,68
2633,50,3,3,5,policy 0 (baseline),False,10,448,499.7215909,4,1036,10,47
2634,50,3,3,5,policy 0 (baseline),False,10,428,481.5,4,1039,10,47
2635,50,3,3,5,policy 0 (baseline),False,10,534,634.1022727,4,1159,7,107
2636,50,3,3,5,policy 0 (baseline),False,10,560,450.375,4,1029,10,85
2637,50,3,3,5,policy 0 (baseline),False,10,397,491.6079545,4,1061,11,53
2638,50,3,3,5,policy 0 (baseline),False,10,198,481.1647727,4,1050,7,40
2639,50,3,3,5,policy 0 (baseline),False,10,424,577.4034091,4,1140,14,69
2640,50,3,3,6,policy 0 (baseline),False,10,710,610.2045455,5,1154,11,155
2641,50,3,3,6,policy 0 (baseline),False,10,409,663.6193182,5,1241,12,56
2642,50,3,3,6,policy 0 (baseline),False,10,538,624.4659091,5,1198,11,74
2643,50,3,3,6,policy 0 (baseline),False,10,491,78.08163265,5,229,12,88
2644,50,3,3,6,policy 0 (baseline),False,10,656,637.8465909,5,1181,11,106
2645,50,3,3,6,policy 0 (baseline),False,10,485,198.9879518,5,515,10,70
2646,50,3,3,6,policy 0 (baseline),False,10,666,679.0227273,5,1284,14,128
2647,50,3,3,6,policy 0 (baseline),False,10,661,573.1875,5,1158,10,95
2648,50,3,3,6,policy 0 (baseline),False,10,780,576.2159091,5,1154,19,180
2649,50,3,3,6,policy 0 (baseline),False,10,754,672.5170455,5,1266,18,157
2650,50,3,4,2,policy 0 (baseline),False,10,514,90.74431818,1,222,16,98
2651,50,3,4,2,policy 0 (baseline),False,10,547,67.84090909,1,194,19,97
2652,50,3,4,2,policy 0 (baseline),False,10,497,93.61714286,1,227,17,85
2653,50,3,4,2,policy 0 (baseline),False,10,471,67.625,1,191,12,71
2654,50,3,4,2,policy 0 (baseline),False,10,598,60.71590909,1,189,16,99
2655,50,3,4,2,policy 0 (baseline),False,10,405,56.36363636,1,176,19,69
2656,50,3,4,2,policy 0 (baseline),False,10,514,93.76704545,1,246,14,70
2657,50,3,4,2,policy 0 (baseline),False,10,813,111.5227273,1,278,23,225
2658,50,3,4,2,policy 0 (baseline),False,10,557,51.85227273,1,147,16,90
2659,50,3,4,2,policy 0 (baseline),False,10,573,93.89772727,1,266,19,99
2660,50,3,4,3,policy 0 (baseline),False,10,622,172.6647727,2,382,15,132
2661,50,3,4,3,policy 0 (baseline),False,10,711,179.5,2,371,20,136
2662,50,3,4,3,policy 0 (baseline),False,10,343,121.7954545,2,263,14,53
2663,50,3,4,3,policy 0 (baseline),False,10,675,223.5454545,2,396,15,125
2664,50,3,4,3,policy 0 (baseline),False,10,697,196.1704545,2,415,19,141
2665,50,3,4,3,policy 0 (baseline),False,10,455,170.1477273,2,357,18,67
2666,50,3,4,3,policy 0 (baseline),False,10,626,162.6761364,2,344,18,116
2667,50,3,4,3,policy 0 (baseline),False,10,433,191.5,2,356,14,60
2668,50,3,4,3,policy 0 (baseline),False,10,498,172.1477273,2,352,11,69
2669,50,3,4,3,policy 0 (baseline),False,10,674,267.3068182,2,830,22,131
2670,50,3,4,4,policy 0 (baseline),False,10,397,326.7828571,3,881,19,62
2671,50,3,4,4,policy 0 (baseline),False,10,471,308.375,3,884,18,91
2672,50,3,4,4,policy 0 (baseline),False,10,653,373.5227273,3,910,18,121
2673,50,3,4,4,policy 0 (baseline),False,10,530,355.5965909,3,913,19,87
2674,50,3,4,4,policy 0 (baseline),False,10,560,337.4147727,3,882,13,97
2675,50,3,4,4,policy 0 (baseline),False,10,473,268.6534091,3,834,14,97
2676,50,3,4,4,policy 0 (baseline),False,10,581,312.8409091,3,852,12,86
2677,50,3,4,4,policy 0 (baseline),False,10,621,400.8409091,3,940,15,95
2678,50,3,4,4,policy 0 (baseline),False,10,542,380.75,3,924,15,101
2679,50,3,4,4,policy 0 (baseline),False,10,687,283.0568182,3,831,22,131
2680,50,3,4,5,policy 0 (baseline),False,10,566,562.2670455,4,1114,14,93
2681,50,3,4,5,policy 0 (baseline),False,10,620,528.2215909,4,1052,11,99
2682,50,3,4,5,policy 0 (baseline),False,10,734,537.2386364,4,1103,17,154
2683,50,3,4,5,policy 0 (baseline),False,10,625,501.5909091,4,1055,20,120
2684,50,3,4,5,policy 0 (baseline),False,10,463,558.0511364,4,1111,13,76
2685,50,3,4,5,policy 0 (baseline),False,10,744,498.2215909,4,1046,19,142
2686,50,3,4,5,policy 0 (baseline),False,10,718,438.5,4,1000,17,145
2687,50,3,4,5,policy 0 (baseline),False,10,200,524.0113636,4,1074,12,30
2688,50,3,4,5,policy 0 (baseline),False,10,515,522.3409091,4,1066,19,88
2689,50,3,4,5,policy 0 (baseline),False,10,518,524.0909091,4,1065,20,83
2690,50,3,4,6,policy 0 (baseline),False,10,665,648.5568182,5,1241,17,105
2691,50,3,4,6,policy 0 (baseline),False,10,675,624.8011364,5,1184,15,137
2692,50,3,4,6,policy 0 (baseline),False,10,744,661.3863636,6,1233,18,152
2693,50,3,4,6,policy 0 (baseline),False,10,459,648.3352273,5,1220,17,58
2694,50,3,4,6,policy 0 (baseline),False,10,557,652.0625,5,1239,16,82
2695,50,3,4,6,policy 0 (baseline),False,10,524,607.3011364,6,1197,16,80
2696,50,3,4,6,policy 0 (baseline),False,10,549,593.5454545,5,1168,14,108
2697,50,3,4,6,policy 0 (baseline),False,10,697,671.2443182,5,1262,17,141
2698,50,3,4,6,policy 0 (baseline),False,10,622,613.9545455,5,1199,12,107
2699,50,3,4,6,policy 0 (baseline),False,10,258,637.1704545,5,1251,15,45
2700,50,3,5,2,policy 0 (baseline),False,10,660,58.64204545,1,151,20,122
2701,50,3,5,2,policy 0 (baseline),False,10,485,75.69886364,1,214,19,89
2702,50,3,5,2,policy 0 (baseline),False,10,664,76.55681818,1,217,20,113
2703,50,3,5,2,policy 0 (baseline),False,10,661,22.49431818,1,80,20,116
2704,50,3,5,2,policy 0 (baseline),False,10,622,109.5511364,1,265,16,104
2705,50,3,5,2,policy 0 (baseline),False,10,477,114.5681818,1,282,21,88
2706,50,3,5,2,policy 0 (baseline),False,10,668,26.47159091,1,98,25,122
2707,50,3,5,2,policy 0 (baseline),False,10,469,87.93181818,1,239,15,80
2708,50,3,5,2,policy 0 (baseline),False,10,521,119.7784091,1,273,20,88
2709,50,3,5,2,policy 0 (baseline),False,10,635,54.42613636,1,148,15,111
2710,50,3,5,3,policy 0 (baseline),False,10,520,166.9261364,2,329,19,93
2711,50,3,5,3,policy 0 (baseline),False,10,606,205,2,352,20,93
2712,50,3,5,3,policy 0 (baseline),False,10,577,232.5056818,2,767,24,104
2713,50,3,5,3,policy 0 (baseline),False,10,498,160.0738636,2,376,14,77
2714,50,3,5,3,policy 0 (baseline),False,10,671,150.7443182,2,336,23,164
2715,50,3,5,3,policy 0 (baseline),False,10,720,153.9886364,2,305,19,126
2716,50,3,5,3,policy 0 (baseline),False,10,687,181.3693182,2,355,20,133
2717,50,3,5,3,policy 0 (baseline),False,10,765,175.5852273,2,370,25,169
2718,50,3,5,3,policy 0 (baseline),False,10,661,128.2840909,2,290,27,141
2719,50,3,5,3,policy 0 (baseline),False,10,608,154.0852273,2,370,25,115
2720,50,3,5,4,policy 0 (baseline),False,10,460,392.4545455,3,953,14,69
2721,50,3,5,4,policy 0 (baseline),False,10,614,254.4829545,3,827,19,146
2722,50,3,5,4,policy 0 (baseline),False,10,747,359.1818182,3,909,25,180
2723,50,3,5,4,policy 0 (baseline),False,10,561,400.2215909,3,953,23,99
2724,50,3,5,4,policy 0 (baseline),False,10,753,331.8465909,3,888,23,156
2725,50,3,5,4,policy 0 (baseline),False,10,541,303.7727273,3,864,17,79
2726,50,3,5,4,policy 0 (baseline),False,10,718,410.0284091,3,955,19,144
2727,50,3,5,4,policy 0 (baseline),False,10,492,333.8636364,3,877,21,80
2728,50,3,5,4,policy 0 (baseline),False,10,614,327.125,3,866,17,89
2729,50,3,5,4,policy 0 (baseline),False,10,507,378.9318182,3,910,23,83
2730,50,3,5,5,policy 0 (baseline),False,10,664,623.1306818,4,1159,18,146
2731,50,3,5,5,policy 0 (baseline),False,10,643,475.9772727,4,1049,22,103
2732,50,3,5,5,policy 0 (baseline),False,10,666,501.7272727,4,1035,24,142
2733,50,3,5,5,policy 0 (baseline),False,10,756,466.0227273,4,1027,21,162
2734,50,3,5,5,policy 0 (baseline),False,10,713,491.125,4,1051,24,122
2735,50,3,5,5,policy 0 (baseline),False,10,772,466.3465909,4,1017,21,196
2736,50,3,5,5,policy 0 (baseline),False,10,709,496.3806818,4,1051,20,166
2737,50,3,5,5,policy 0 (baseline),False,10,653,443.7329545,4,991,21,132
2738,50,3,5,5,policy 0 (baseline),False,10,691,456.4318182,4,1034,17,154
2739,50,3,5,5,policy 0 (baseline),False,10,670,466.1542857,4,1042,18,101
2740,50,3,5,6,policy 0 (baseline),False,10,572,580.0965909,5,1145,24,105
2741,50,3,5,6,policy 0 (baseline),False,10,723,676.6079545,5,1275,21,153
2742,50,3,5,6,policy 0 (baseline),False,10,762,627.4034091,5,1219,21,174
2743,50,3,5,6,policy 0 (baseline),False,10,668,647.9204545,5,1202,19,126
2744,50,3,5,6,policy 0 (baseline),False,10,701,643.0056818,5,1193,19,139
2745,50,3,5,6,policy 0 (baseline),False,10,667,640.4318182,5,1200,16,128
2746,50,3,5,6,policy 0 (baseline),False,10,566,580.7386364,5,1154,27,108
2747,50,3,5,6,policy 0 (baseline),False,10,639,608.0681818,5,1172,22,111
2748,50,3,5,6,policy 0 (baseline),False,10,723,699.4147727,5,1256,20,155
2749,50,3,5,6,policy 0 (baseline),False,10,745,656.7215909,5,1214,23,179
2750,50,4,1,2,policy 0 (baseline),False,10,130,54.71590909,1,158,4,13
2751,50,4,1,2,policy 0 (baseline),False,10,136,19.82954545,1,54,4,20
2752,50,4,1,2,policy 0 (baseline),False,10,258,108.6647727,1,245,3,20
2753,50,4,1,2,policy 0 (baseline),False,10,156,77.10227273,1,237,3,23
2754,50,4,1,2,policy 0 (baseline),False,10,325,57.42045455,1,183,4,41
2755,50,4,1,2,policy 0 (baseline),False,10,349,53.05113636,1,147,5,35
2756,50,4,1,2,policy 0 (baseline),False,10,159,76.30681818,1,198,4,21
2757,50,4,1,2,policy 0 (baseline),False,10,130,114.5,1,297,9,22
2758,50,4,1,2,policy 0 (baseline),False,10,260,27.71022727,1,98,3,21
2759,50,4,1,2,policy 0 (baseline),False,10,49,54.64204545,1,167,3,13
2760,50,4,1,3,policy 0 (baseline),False,10,415,232.875,2,805,9,46
2761,50,4,1,3,policy 0 (baseline),False,10,424,215.5397727,2,427,3,44
2762,50,4,1,3,policy 0 (baseline),False,10,279,174.4545455,2,353,2,27
2763,50,4,1,3,policy 0 (baseline),False,10,181,189.3522727,2,408,3,16
2764,50,4,1,3,policy 0 (baseline),False,10,194,172.1704545,2,400,4,19
2765,50,4,1,3,policy 0 (baseline),False,10,138,246.1363636,2,874,2,13
2766,50,4,1,3,policy 0 (baseline),False,10,494,160.6704545,2,374,4,57
2767,50,4,1,3,policy 0 (baseline),False,10,230,170.5284091,2,351,3,27
2768,50,4,1,3,policy 0 (baseline),False,10,256,181.6420455,2,384,3,37
2769,50,4,1,3,policy 0 (baseline),False,10,194,276.0454545,2,848,5,20
2770,50,4,1,4,policy 0 (baseline),False,10,66,339.5113636,3,909,3,10
2771,50,4,1,4,policy 0 (baseline),False,10,454,387.0795455,3,937,5,61
2772,50,4,1,4,policy 0 (baseline),False,10,101,334.3011364,3,852,4,13
2773,50,4,1,4,policy 0 (baseline),False,10,83,455.3693182,3,990,3,10
2774,50,4,1,4,policy 0 (baseline),False,10,218,376.4034091,3,930,2,20
2775,50,4,1,4,policy 0 (baseline),False,10,104,338.875,3,885,3,9
2776,50,4,1,4,policy 0 (baseline),False,10,32,347.2954545,3,879,4,5
2777,50,4,1,4,policy 0 (baseline),False,10,234,336.8579545,3,891,5,23
2778,50,4,1,4,policy 0 (baseline),False,10,315,392.2272727,3,941,4,35
2779,50,4,1,4,policy 0 (baseline),False,10,121,340.0909091,3,889,4,15
2780,50,4,1,5,policy 0 (baseline),False,10,492,502.0738636,4,1040,5,57
2781,50,4,1,5,policy 0 (baseline),False,10,143,469.6875,4,1022,3,20
2782,50,4,1,5,policy 0 (baseline),False,10,250,521.0568182,4,1084,4,36
2783,50,4,1,5,policy 0 (baseline),False,10,131,586.1420455,4,1119,3,17
2784,50,4,1,5,policy 0 (baseline),False,10,114,507.1761364,4,1083,3,19
2785,50,4,1,5,policy 0 (baseline),False,10,180,498.7272727,4,1102,4,17
2786,50,4,1,5,policy 0 (baseline),False,10,149,544.2784091,4,1077,3,17
2787,50,4,1,5,policy 0 (baseline),False,10,54,516.3920455,4,1061,3,9
2788,50,4,1,5,policy 0 (baseline),False,10,578,547.375,4,1104,6,90
2789,50,4,1,5,policy 0 (baseline),False,10,62,442.1647727,4,995,4,16
2790,50,4,1,6,policy 0 (baseline),False,10,124,665.9090909,5,1254,2,13
2791,50,4,1,6,policy 0 (baseline),False,10,140,609.1193182,5,1171,5,20
2792,50,4,1,6,policy 0 (baseline),False,10,427,655.5681818,5,1240,3,41
2793,50,4,1,6,policy 0 (baseline),False,10,204,732.2670455,5,1318,2,26
2794,50,4,1,6,policy 0 (baseline),False,10,326,638.4772727,5,1191,4,35
2795,50,4,1,6,policy 0 (baseline),False,10,99,680.7215909,5,1278,2,13
2796,50,4,1,6,policy 0 (baseline),False,10,569,596.0625,5,1183,3,97
2797,50,4,1,6,policy 0 (baseline),False,10,113,628.125,5,1203,5,11
2798,50,4,1,6,policy 0 (baseline),False,10,296,638.6534091,5,1223,2,31
2799,50,4,1,6,policy 0 (baseline),False,10,478,634.4261364,5,1203,6,70
2800,50,4,2,2,policy 0 (baseline),False,10,421,50.76704545,1,150,10,66
2801,50,4,2,2,policy 0 (baseline),False,10,184,73.75568182,1,193,9,25
2802,50,4,2,2,policy 0 (baseline),False,10,396,112.6022727,1,269,11,59
2803,50,4,2,2,policy 0 (baseline),False,10,355,113.0113636,1,302,9,39
2804,50,4,2,2,policy 0 (baseline),False,10,356,43.60795455,1,125,8,53
2805,50,4,2,2,policy 0 (baseline),False,10,181,17.0625,1,37,7,21
2806,50,4,2,2,policy 0 (baseline),False,10,84,119.4602273,1,294,5,15
2807,50,4,2,2,policy 0 (baseline),False,10,230,101.4034091,1,286,10,24
2808,50,4,2,2,policy 0 (baseline),False,10,239,99.44886364,1,269,8,40
2809,50,4,2,2,policy 0 (baseline),False,10,302,138.0795455,1,305,6,40
2810,50,4,2,3,policy 0 (baseline),False,10,363,181.7784091,2,375,9,49
2811,50,4,2,3,policy 0 (baseline),False,10,259,219.3011364,2,409,8,27
2812,50,4,2,3,policy 0 (baseline),False,10,464,177.5,2,407,8,40
2813,50,4,2,3,policy 0 (baseline),False,10,270,258.8863636,2,868,6,39
2814,50,4,2,3,policy 0 (baseline),False,10,272,178.6875,2,360,7,37
2815,50,4,2,3,policy 0 (baseline),False,10,475,297.5511364,2,811,14,85
2816,50,4,2,3,policy 0 (baseline),False,10,118,145.9602273,2,311,6,16
2817,50,4,2,3,policy 0 (baseline),False,10,347,194.7386364,2,717,8,43
2818,50,4,2,3,policy 0 (baseline),False,10,582,167.7159091,2,373,8,99
2819,50,4,2,3,policy 0 (baseline),False,10,596,218.8011364,2,348,9,76
2820,50,4,2,4,policy 0 (baseline),False,10,580,360.5170455,3,886,11,95
2821,50,4,2,4,policy 0 (baseline),False,10,337,356.1647727,3,929,13,43
2822,50,4,2,4,policy 0 (baseline),False,10,208,542.4431818,3,1096,5,25
2823,50,4,2,4,policy 0 (baseline),False,10,633,312.6704545,3,879,11,103
2824,50,4,2,4,policy 0 (baseline),False,10,559,315.4318182,3,857,8,101
2825,50,4,2,4,policy 0 (baseline),False,10,196,394.0681818,3,932,10,37
2826,50,4,2,4,policy 0 (baseline),False,10,494,357.5227273,3,900,11,73
2827,50,4,2,4,policy 0 (baseline),False,10,394,337.7613636,3,905,9,78
2828,50,4,2,4,policy 0 (baseline),False,10,409,366.2784091,3,921,12,63
2829,50,4,2,4,policy 0 (baseline),False,10,294,303.6022727,3,828,10,34
2830,50,4,2,5,policy 0 (baseline),False,10,458,515.5284091,4,1077,9,72
2831,50,4,2,5,policy 0 (baseline),False,10,501,530.7897727,4,1080,10,83
2832,50,4,2,5,policy 0 (baseline),False,10,636,435.0454545,4,1003,10,91
2833,50,4,2,5,policy 0 (baseline),False,10,254,438.4545455,4,1014,7,29
2834,50,4,2,5,policy 0 (baseline),False,10,399,515.6363636,4,1077,7,49
2835,50,4,2,5,policy 0 (baseline),False,10,321,451.2897727,4,999,7,37
2836,50,4,2,5,policy 0 (baseline),False,10,435,517.7556818,4,1076,12,75
2837,50,4,2,5,policy 0 (baseline),False,10,198,550.2159091,4,1092,7,37
2838,50,4,2,5,policy 0 (baseline),False,10,598,396.8125,4,964,10,122
2839,50,4,2,5,policy 0 (baseline),False,10,352,390.3465909,4,951,9,36
2840,50,4,2,6,policy 0 (baseline),False,10,522,670.8977273,5,1262,13,77
2841,50,4,2,6,policy 0 (baseline),False,10,356,749.2272727,5,1348,7,39
2842,50,4,2,6,policy 0 (baseline),False,10,244,680.3522727,5,1274,7,34
2843,50,4,2,6,policy 0 (baseline),False,10,360,679.5909091,5,1269,7,33
2844,50,4,2,6,policy 0 (baseline),False,10,390,606.6647727,5,1166,10,51
2845,50,4,2,6,policy 0 (baseline),False,10,268,636.4829545,5,1228,5,34
2846,50,4,2,6,policy 0 (baseline),False,10,681,689.7329545,5,1314,11,131
2847,50,4,2,6,policy 0 (baseline),False,10,627,692.1079545,5,1278,11,96
2848,50,4,2,6,policy 0 (baseline),False,10,210,651.1988636,5,1218,6,22
2849,50,4,2,6,policy 0 (baseline),False,10,335,619.0625,5,1205,8,39
2850,50,4,3,2,policy 0 (baseline),False,10,225,61.42045455,1,156,8,40
2851,50,4,3,2,policy 0 (baseline),False,10,553,107.8920455,1,281,13,102
2852,50,4,3,2,policy 0 (baseline),False,10,429,75.05113636,1,212,10,60
2853,50,4,3,2,policy 0 (baseline),False,10,613,105.1477273,1,264,12,91
2854,50,4,3,2,policy 0 (baseline),False,10,320,53.16477273,1,174,14,53
2855,50,4,3,2,policy 0 (baseline),False,10,469,138.3409091,1,337,11,55
2856,50,4,3,2,policy 0 (baseline),False,10,251,68.21022727,1,172,11,44
2857,50,4,3,2,policy 0 (baseline),False,10,504,148.3636364,1,365,8,80
2858,50,4,3,2,policy 0 (baseline),False,10,657,117.7443182,1,305,12,105
2859,50,4,3,2,policy 0 (baseline),False,10,479,125.0681818,1,308,10,64
2860,50,4,3,3,policy 0 (baseline),False,10,561,218.3011364,2,402,11,78
2861,50,4,3,3,policy 0 (baseline),False,10,573,195.1875,2,719,8,76
2862,50,4,3,3,policy 0 (baseline),False,10,702,164.0454545,2,351,18,137
2863,50,4,3,3,policy 0 (baseline),False,10,544,239.5511364,2,728,15,68
2864,50,4,3,3,policy 0 (baseline),False,10,506,201.2045455,2,415,12,62
2865,50,4,3,3,policy 0 (baseline),False,10,360,131.3409091,2,327,12,47
2866,50,4,3,3,policy 0 (baseline),False,10,602,213.2443182,2,407,11,113
2867,50,4,3,3,policy 0 (baseline),False,10,554,210.3636364,2,423,15,88
2868,50,4,3,3,policy 0 (baseline),False,10,676,212.4147727,2,741,14,120
2869,50,4,3,3,policy 0 (baseline),False,10,319,195.8693182,2,395,10,55
2870,50,4,3,4,policy 0 (baseline),False,10,274,401.3352273,3,940,9,40
2871,50,4,3,4,policy 0 (baseline),False,10,447,333.8977273,3,891,8,55
2872,50,4,3,4,policy 0 (baseline),False,10,245,295.3238636,3,857,10,34
2873,50,4,3,4,policy 0 (baseline),False,10,466,379.8125,3,925,11,65
2874,50,4,3,4,policy 0 (baseline),False,10,428,419.25,3,975,11,58
2875,50,4,3,4,policy 0 (baseline),False,10,761,358.0568182,3,932,19,196
2876,50,4,3,4,policy 0 (baseline),False,10,577,379.7840909,3,930,16,78
2877,50,4,3,4,policy 0 (baseline),False,10,609,399.0681818,3,935,11,113
2878,50,4,3,4,policy 0 (baseline),False,10,567,358.1761364,3,920,10,87
2879,50,4,3,4,policy 0 (baseline),False,10,196,311.8295455,3,867,10,40
2880,50,4,3,5,policy 0 (baseline),False,10,563,76.30909091,4,291,13,86
2881,50,4,3,5,policy 0 (baseline),False,10,270,614.8863636,4,1137,9,43
2882,50,4,3,5,policy 0 (baseline),False,10,612,513.9715909,4,1078,11,94
2883,50,4,3,5,policy 0 (baseline),False,10,509,553.6988636,4,1107,11,85
2884,50,4,3,5,policy 0 (baseline),False,10,310,567.1306818,4,1135,8,32
2885,50,4,3,5,policy 0 (baseline),False,10,393,518.9886364,4,1084,11,56
2886,50,4,3,5,policy 0 (baseline),False,10,493,468.1022727,4,1027,9,67
2887,50,4,3,5,policy 0 (baseline),False,10,459,528.0628571,4,1063,12,51
2888,50,4,3,5,policy 0 (baseline),False,10,541,593.5397727,4,1152,14,92
2889,50,4,3,5,policy 0 (baseline),False,10,641,519.7159091,4,1079,14,119
2890,50,4,3,6,policy 0 (baseline),False,10,421,693.2784091,5,1276,14,68
2891,50,4,3,6,policy 0 (baseline),False,10,310,643.8522727,5,1239,10,52
2892,50,4,3,6,policy 0 (baseline),False,10,553,153.7945205,5,534,13,95
2893,50,4,3,6,policy 0 (baseline),False,10,546,616.5965909,5,1214,11,80
2894,50,4,3,6,policy 0 (baseline),False,10,686,641.9943182,5,1218,15,142
2895,50,4,3,6,policy 0 (baseline),False,10,675,678.3693182,5,1259,9,97
2896,50,4,3,6,policy 0 (baseline),False,10,498,673.8409091,5,1199,10,73
2897,50,4,3,6,policy 0 (baseline),False,10,591,641.7215909,5,1212,15,91
2898,50,4,3,6,policy 0 (baseline),False,10,305,633.4375,5,1219,12,53
2899,50,4,3,6,policy 0 (baseline),False,10,562,604.4034091,5,1188,11,95
2900,50,4,4,2,policy 0 (baseline),False,10,322,97.99428571,1,261,12,48
2901,50,4,4,2,policy 0 (baseline),False,10,555,63.9375,1,162,12,79
2902,50,4,4,2,policy 0 (baseline),False,10,697,137.1420455,1,311,14,145
2903,50,4,4,2,policy 0 (baseline),False,10,591,37.38068182,1,97,13,103
2904,50,4,4,2,policy 0 (baseline),False,10,455,95.55113636,1,232,18,79
2905,50,4,4,2,policy 0 (baseline),False,10,335,45.96022727,1,155,15,47
2906,50,4,4,2,policy 0 (baseline),False,10,541,104.9715909,1,279,13,100
2907,50,4,4,2,policy 0 (baseline),False,10,348,99.62857143,1,275,13,56
2908,50,4,4,2,policy 0 (baseline),False,10,560,79.54545455,1,220,19,87
2909,50,4,4,2,policy 0 (baseline),False,10,452,97.74285714,1,262,16,85
2910,50,4,4,3,policy 0 (baseline),False,10,526,158.0056818,2,325,13,67
2911,50,4,4,3,policy 0 (baseline),False,10,621,175.5227273,2,350,17,101
2912,50,4,4,3,policy 0 (baseline),False,10,516,198.6193182,2,399,15,87
2913,50,4,4,3,policy 0 (baseline),False,10,642,179.1022727,2,375,18,105
2914,50,4,4,3,policy 0 (baseline),False,10,462,160.4431818,2,371,13,64
2915,50,4,4,3,policy 0 (baseline),False,10,417,155.2784091,2,375,10,71
2916,50,4,4,3,policy 0 (baseline),False,10,382,208.5227273,2,752,15,55
2917,50,4,4,3,policy 0 (baseline),False,10,577,140.3409091,2,357,18,104
2918,50,4,4,3,policy 0 (baseline),False,10,474,165.2897727,2,321,19,81
2919,50,4,4,3,policy 0 (baseline),False,10,676,211.9715909,2,391,21,150
2920,50,4,4,4,policy 0 (baseline),False,10,479,349.0170455,3,893,19,69
2921,50,4,4,4,policy 0 (baseline),False,10,413,300.1363636,3,874,13,67
2922,50,4,4,4,policy 0 (baseline),False,10,494,409.2159091,3,925,15,72
2923,50,4,4,4,policy 0 (baseline),False,10,468,318.7329545,3,890,14,62
2924,50,4,4,4,policy 0 (baseline),False,10,736,342.4261364,3,912,20,187
2925,50,4,4,4,policy 0 (baseline),False,10,729,389.7215909,3,959,12,116
2926,50,4,4,4,policy 0 (baseline),False,10,605,350.3920455,3,879,13,111
2927,50,4,4,4,policy 0 (baseline),False,10,619,390.7897727,3,925,16,88
2928,50,4,4,4,policy 0 (baseline),False,10,528,320.0340909,3,872,16,82
2929,50,4,4,4,policy 0 (baseline),False,10,552,358.0340909,3,909,24,104
2930,50,4,4,5,policy 0 (baseline),False,10,729,648.3465909,4,1187,22,169
2931,50,4,4,5,policy 0 (baseline),False,10,724,550.1931818,4,1103,16,129
2932,50,4,4,5,policy 0 (baseline),False,10,477,548.1193182,4,1102,14,69
2933,50,4,4,5,policy 0 (baseline),False,10,647,495.2556818,4,1088,17,120
2934,50,4,4,5,policy 0 (baseline),False,10,718,549.4602273,4,1094,13,171
2935,50,4,4,5,policy 0 (baseline),False,10,740,561.4943182,4,1091,22,156
2936,50,4,4,5,policy 0 (baseline),False,10,664,573.0170455,4,1113,18,138
2937,50,4,4,5,policy 0 (baseline),False,10,647,551.3295455,4,1073,13,120
2938,50,4,4,5,policy 0 (baseline),False,10,702,513.7045455,4,1036,20,141
2939,50,4,4,5,policy 0 (baseline),False,10,440,501.6704545,4,1080,19,72
2940,50,4,4,6,policy 0 (baseline),False,10,416,634.4,5,1217,15,75
2941,50,4,4,6,policy 0 (baseline),False,10,626,609.2215909,5,1189,15,115
2942,50,4,4,6,policy 0 (baseline),False,10,581,649.1647727,5,1259,28,104
2943,50,4,4,6,policy 0 (baseline),False,10,749,699.8920455,5,1308,19,156
2944,50,4,4,6,policy 0 (baseline),False,10,555,658.3181818,5,1217,20,88
2945,50,4,4,6,policy 0 (baseline),False,10,731,583.2045455,5,1147,13,145
2946,50,4,4,6,policy 0 (baseline),False,10,479,626.6818182,5,1231,15,74
2947,50,4,4,6,policy 0 (baseline),False,10,644,644,6,1244,11,123
2948,50,4,4,6,policy 0 (baseline),False,10,654,632.7897727,5,1203,21,116
2949,50,4,4,6,policy 0 (baseline),False,10,627,699.1136364,5,1286,20,90
2950,50,4,5,2,policy 0 (baseline),False,10,696,141.8863636,1,331,21,149
2951,50,4,5,2,policy 0 (baseline),False,10,662,127.2784091,1,306,17,122
