index,scenario:percentage-competitive,policy-implemented,policy4?,run,day,cum_infected,infections-provoked-competitive-total,infections-provoked-cooperative-total,nbr-infectious,nbr-infectious-competitive,nbr-infectious-cooperative,number-competitive-joining,number-new-competitive,time-in-queue-average,total-served,daily-infections,daily-provoked-cooperative,daily-provoked-competitive,R0,r0-cooperative,r0-competitive
321,10,policy 3,True,6,6,3,0,2,1,0,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,
322,10,policy 3,True,6,7,4,0,3,3,0,3,0,0,0.0,0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,
323,10,policy 3,True,6,8,10,0,9,3,0,3,4,1,40.25925925925926,61,6.0,6.0,0.0,2.0,2.0,
324,10,policy 3,True,6,9,10,0,9,3,0,3,4,1,37.524590163934434,61,0.0,0.0,0.0,0.0,0.0,
325,10,policy 3,True,6,10,10,0,9,3,0,3,4,1,37.524590163934434,61,0.0,0.0,0.0,0.0,0.0,
326,10,policy 3,True,6,11,15,1,13,4,1,3,4,1,37.524590163934434,61,5.0,4.0,1.0,1.25,1.3333333333333333,1.0
327,10,policy 3,True,6,12,19,1,17,6,1,5,4,1,37.524590163934434,61,4.0,4.0,0.0,0.6666666666666666,0.8,0.0
328,10,policy 3,True,6,13,22,1,20,8,1,7,4,1,37.524590163934434,61,3.0,3.0,0.0,0.375,0.42857142857142855,0.0
329,10,policy 3,True,6,14,27,1,25,9,1,8,4,1,37.524590163934434,61,5.0,5.0,0.0,0.5555555555555556,0.625,0.0
330,10,policy 3,True,6,15,28,2,25,9,1,8,4,1,37.524590163934434,61,1.0,0.0,1.0,0.1111111111111111,0.0,1.0
331,10,policy 3,True,6,16,31,2,28,13,2,11,4,1,37.524590163934434,61,3.0,3.0,0.0,0.23076923076923078,0.2727272727272727,0.0
332,10,policy 3,True,6,17,38,2,35,15,2,14,4,1,37.524590163934434,61,7.0,7.0,0.0,0.4666666666666667,0.5,0.0
333,10,policy 3,True,6,18,45,2,42,18,1,17,4,1,37.524590163934434,61,7.0,7.0,0.0,0.3888888888888889,0.4117647058823529,0.0
334,10,policy 3,True,6,19,56,5,50,24,2,22,4,1,37.524590163934434,61,11.0,8.0,3.0,0.4583333333333333,0.36363636363636365,1.5
335,10,policy 3,True,6,20,69,6,62,29,3,26,4,1,37.524590163934434,61,13.0,12.0,1.0,0.4482758620689655,0.46153846153846156,0.3333333333333333
336,10,policy 3,True,6,21,73,6,66,28,3,25,4,1,37.524590163934434,61,4.0,4.0,0.0,0.14285714285714285,0.16,0.0
337,10,policy 3,True,6,22,82,6,75,30,4,26,4,1,37.524590163934434,61,9.0,9.0,0.0,0.3,0.34615384615384615,0.0
338,10,policy 3,True,6,23,94,6,87,40,4,36,4,1,37.524590163934434,61,12.0,12.0,0.0,0.3,0.3333333333333333,0.0
339,10,policy 3,True,6,24,109,6,102,40,4,36,4,1,37.524590163934434,61,15.0,15.0,0.0,0.375,0.4166666666666667,0.0
340,10,policy 3,True,6,25,121,6,114,44,5,40,4,1,37.524590163934434,61,12.0,12.0,0.0,0.2727272727272727,0.3,0.0
341,10,policy 3,True,6,26,133,7,125,50,5,45,4,1,37.524590163934434,61,12.0,11.0,1.0,0.24,0.24444444444444444,0.2
342,10,policy 3,True,6,27,151,11,139,56,6,51,4,1,37.524590163934434,61,18.0,14.0,4.0,0.32142857142857145,0.27450980392156865,0.6666666666666666
343,10,policy 3,True,6,28,167,14,152,56,5,51,4,1,37.524590163934434,61,16.0,13.0,3.0,0.2857142857142857,0.2549019607843137,0.6
344,10,policy 3,True,6,29,186,17,168,65,6,59,4,1,37.524590163934434,61,19.0,16.0,3.0,0.2923076923076923,0.2711864406779661,0.5
345,10,policy 3,True,6,30,215,17,197,79,6,73,4,1,37.524590163934434,61,29.0,29.0,0.0,0.3670886075949367,0.3972602739726027,0.0
346,10,policy 3,True,6,31,237,18,218,84,6,79,4,1,37.524590163934434,61,22.0,21.0,1.0,0.2619047619047619,0.26582278481012656,0.16666666666666666
347,10,policy 3,True,6,32,253,18,234,91,6,85,4,1,37.524590163934434,61,16.0,16.0,0.0,0.17582417582417584,0.18823529411764706,0.0
348,10,policy 3,True,6,33,272,19,253,95,9,88,4,1,37.524590163934434,61,19.0,19.0,1.0,0.2,0.2159090909090909,0.1111111111111111
349,10,policy 3,True,6,34,302,21,281,97,11,87,4,1,37.524590163934434,61,30.0,28.0,2.0,0.30927835051546393,0.3218390804597701,0.18181818181818182
350,10,policy 3,True,6,35,328,22,306,109,12,97,4,1,37.524590163934434,61,26.0,25.0,1.0,0.23853211009174313,0.25773195876288657,0.08333333333333333
351,10,policy 3,True,6,36,374,27,347,116,12,105,8,2,37.524590163934434,122,46.0,41.0,5.0,0.39655172413793105,0.3904761904761905,0.4166666666666667
352,10,policy 3,True,6,37,409,30,379,133,13,120,8,2,35.84426229508197,122,35.0,32.0,3.0,0.2631578947368421,0.26666666666666666,0.23076923076923078
353,10,policy 3,True,6,38,446,33,413,149,14,136,8,2,35.84426229508197,122,37.0,34.0,3.0,0.2483221476510067,0.25,0.21428571428571427
354,10,policy 3,True,6,39,481,36,445,172,18,154,8,2,35.84426229508197,122,35.0,32.0,3.0,0.20348837209302326,0.2077922077922078,0.16666666666666666
355,10,policy 3,True,6,40,509,40,469,183,18,165,8,2,35.84426229508197,122,28.0,24.0,4.0,0.15300546448087432,0.14545454545454545,0.2222222222222222
356,10,policy 3,True,6,41,546,42,504,193,18,175,8,2,35.84426229508197,122,37.0,35.0,2.0,0.19170984455958548,0.2,0.1111111111111111
357,10,policy 3,True,6,42,568,42,526,200,20,180,8,2,35.84426229508197,122,22.0,22.0,0.0,0.11,0.12222222222222222,0.0
358,10,policy 3,True,6,43,603,49,554,214,24,191,8,2,35.84426229508197,122,35.0,28.0,7.0,0.16355140186915887,0.14659685863874344,0.2916666666666667
359,10,policy 3,True,6,44,632,50,582,218,26,192,8,2,35.84426229508197,122,29.0,28.0,1.0,0.13302752293577982,0.14583333333333334,0.038461538461538464
360,10,policy 3,True,6,45,656,55,601,222,30,194,8,2,35.84426229508197,122,24.0,19.0,5.0,0.10810810810810811,0.0979381443298969,0.16666666666666666
361,10,policy 3,True,6,46,688,58,630,224,27,197,8,2,35.84426229508197,122,32.0,29.0,3.0,0.14285714285714285,0.14720812182741116,0.1111111111111111
362,10,policy 3,True,6,47,711,61,650,219,29,192,8,2,35.84426229508197,122,23.0,20.0,3.0,0.1050228310502283,0.10416666666666667,0.10344827586206896
363,10,policy 3,True,6,48,723,62,661,215,27,192,8,2,35.84426229508197,122,12.0,11.0,1.0,0.05581395348837209,0.057291666666666664,0.037037037037037035
364,10,policy 3,True,6,49,742,65,677,216,23,194,8,2,35.84426229508197,122,19.0,16.0,3.0,0.08796296296296297,0.08247422680412371,0.13043478260869565
365,10,policy 3,True,6,50,756,65,691,217,25,194,8,2,35.84426229508197,122,14.0,14.0,0.0,0.06451612903225806,0.07216494845360824,0.0
366,10,policy 3,True,6,51,766,65,701,212,25,188,8,2,35.84426229508197,122,10.0,10.0,0.0,0.04716981132075472,0.05319148936170213,0.0
367,10,policy 3,True,6,52,781,67,714,200,24,176,8,2,35.84426229508197,122,15.0,13.0,2.0,0.075,0.07386363636363637,0.08333333333333333
368,10,policy 3,True,6,53,792,67,725,183,21,163,8,2,35.84426229508197,122,11.0,11.0,0.0,0.060109289617486336,0.06748466257668712,0.0
369,10,policy 3,True,6,54,800,68,732,171,21,150,8,2,35.84426229508197,122,8.0,7.0,1.0,0.04678362573099415,0.04666666666666667,0.047619047619047616
370,10,policy 3,True,6,55,810,70,740,147,18,129,8,2,35.84426229508197,122,10.0,8.0,2.0,0.06802721088435375,0.06201550387596899,0.1111111111111111
371,10,policy 3,True,6,56,814,70,744,133,16,118,8,2,35.84426229508197,122,4.0,4.0,0.0,0.03007518796992481,0.03389830508474576,0.0
372,10,policy 3,True,6,57,815,70,745,125,16,109,8,2,35.84426229508197,122,1.0,1.0,0.0,0.008,0.009174311926605505,0.0
373,10,policy 3,True,6,58,820,71,749,120,15,105,8,2,35.84426229508197,122,5.0,4.0,1.0,0.041666666666666664,0.0380952380952381,0.06666666666666667
374,10,policy 3,True,6,59,822,71,751,102,10,92,8,2,35.84426229508197,122,2.0,2.0,0.0,0.0196078431372549,0.021739130434782608,0.0
375,10,policy 3,True,6,60,823,71,752,83,8,75,8,2,35.84426229508197,122,1.0,1.0,0.0,0.012048192771084338,0.013333333333333334,0.0
376,10,policy 3,True,6,61,824,71,753,73,8,65,8,2,35.84426229508197,122,1.0,1.0,0.0,0.0136986301369863,0.015384615384615385,0.0
377,10,policy 3,True,6,62,825,71,754,67,7,60,8,2,35.84426229508197,122,1.0,1.0,0.0,0.014925373134328358,0.016666666666666666,0.0
378,10,policy 3,True,7,0,1,0,0,0,0,0,0,0,0.0,0,-824.0,0.0,0.0,-inf,,
379,10,policy 3,True,7,1,1,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,,,
380,10,policy 3,True,7,2,1,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,,,
381,10,policy 3,True,7,3,2,0,1,1,0,1,0,0,0.0,0,1.0,1.0,0.0,1.0,1.0,
382,10,policy 3,True,7,4,2,0,1,1,0,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,
383,10,policy 3,True,7,5,2,0,1,1,0,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,
384,10,policy 3,True,7,6,2,0,1,1,0,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,
385,10,policy 3,True,7,7,2,0,1,1,0,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,
386,10,policy 3,True,7,8,2,0,1,1,0,1,3,1,34.125,61,0.0,0.0,0.0,0.0,0.0,
387,10,policy 3,True,7,9,2,0,1,1,0,1,3,1,32.39344262295082,61,0.0,0.0,0.0,0.0,0.0,
388,10,policy 3,True,7,10,2,0,1,1,0,1,3,1,32.39344262295082,61,0.0,0.0,0.0,0.0,0.0,
389,10,policy 3,True,7,11,2,0,1,1,0,1,3,1,32.39344262295082,61,0.0,0.0,0.0,0.0,0.0,
390,10,policy 3,True,7,12,2,0,1,1,0,1,3,1,32.39344262295082,61,0.0,0.0,0.0,0.0,0.0,
391,10,policy 3,True,7,13,2,0,1,1,0,1,3,1,32.39344262295082,61,0.0,0.0,0.0,0.0,0.0,
392,10,policy 3,True,7,14,2,0,1,1,0,1,3,1,32.39344262295082,61,0.0,0.0,0.0,0.0,0.0,
393,10,policy 3,True,7,15,2,0,1,1,0,1,3,1,32.39344262295082,61,0.0,0.0,0.0,0.0,0.0,
394,10,policy 3,True,7,16,2,0,1,1,0,1,3,1,32.39344262295082,61,0.0,0.0,0.0,0.0,0.0,
395,10,policy 3,True,7,17,2,0,1,1,0,1,3,1,32.39344262295082,61,0.0,0.0,0.0,0.0,0.0,
396,10,policy 3,True,7,18,2,0,1,1,0,1,3,1,32.39344262295082,61,0.0,0.0,0.0,0.0,0.0,
397,10,policy 3,True,7,19,2,0,1,1,0,1,3,1,32.39344262295082,61,0.0,0.0,0.0,0.0,0.0,
398,10,policy 3,True,7,20,2,0,1,1,0,1,3,1,32.39344262295082,61,0.0,0.0,0.0,0.0,0.0,
399,10,policy 3,True,7,21,2,0,1,1,0,1,3,1,32.39344262295082,61,0.0,0.0,0.0,0.0,0.0,
400,10,policy 3,True,7,22,2,0,1,1,0,1,3,1,32.39344262295082,61,0.0,0.0,0.0,0.0,0.0,
401,10,policy 3,True,7,23,2,0,1,1,0,1,3,1,32.39344262295082,61,0.0,0.0,0.0,0.0,0.0,
402,10,policy 3,True,7,24,2,0,1,1,0,1,3,1,32.39344262295082,61,0.0,0.0,0.0,0.0,0.0,
403,10,policy 3,True,7,25,2,0,1,1,0,1,3,1,32.39344262295082,61,0.0,0.0,0.0,0.0,0.0,
404,10,policy 3,True,7,26,2,0,1,1,0,1,3,1,32.39344262295082,61,0.0,0.0,0.0,0.0,0.0,
405,10,policy 3,True,7,27,2,0,1,1,0,1,3,1,32.39344262295082,61,0.0,0.0,0.0,0.0,0.0,
406,10,policy 3,True,7,28,2,0,1,1,0,1,3,1,32.39344262295082,61,0.0,0.0,0.0,0.0,0.0,
407,10,policy 3,True,7,29,2,0,1,1,0,1,3,1,32.39344262295082,61,0.0,0.0,0.0,0.0,0.0,
408,10,policy 3,True,7,30,2,0,1,1,0,1,3,1,32.39344262295082,61,0.0,0.0,0.0,0.0,0.0,
409,10,policy 3,True,7,31,2,0,1,1,0,1,3,1,32.39344262295082,61,0.0,0.0,0.0,0.0,0.0,
410,10,policy 3,True,7,32,2,0,1,1,0,1,3,1,32.39344262295082,61,0.0,0.0,0.0,0.0,0.0,
411,10,policy 3,True,7,33,2,0,1,1,0,1,3,1,32.39344262295082,61,0.0,0.0,0.0,0.0,0.0,
412,10,policy 3,True,7,34,2,0,1,1,0,1,3,1,32.39344262295082,61,0.0,0.0,0.0,0.0,0.0,
413,10,policy 3,True,7,35,2,0,1,1,0,1,3,1,32.39344262295082,61,0.0,0.0,0.0,0.0,0.0,
414,10,policy 3,True,7,36,2,0,1,1,0,1,6,2,33.188034188034194,122,0.0,0.0,0.0,0.0,0.0,
415,10,policy 3,True,7,37,2,0,1,1,0,1,6,2,32.385245901639344,122,0.0,0.0,0.0,0.0,0.0,
416,10,policy 3,True,7,38,2,0,1,1,0,1,6,2,32.385245901639344,122,0.0,0.0,0.0,0.0,0.0,
417,10,policy 3,True,7,39,2,0,1,1,0,1,6,2,32.385245901639344,122,0.0,0.0,0.0,0.0,0.0,
418,10,policy 3,True,7,40,2,0,1,1,0,1,6,2,32.385245901639344,122,0.0,0.0,0.0,0.0,0.0,
419,10,policy 3,True,7,41,2,0,1,1,0,1,6,2,32.385245901639344,122,0.0,0.0,0.0,0.0,0.0,
420,10,policy 3,True,7,42,2,0,1,1,0,1,6,2,32.385245901639344,122,0.0,0.0,0.0,0.0,0.0,
421,10,policy 3,True,7,43,2,0,1,1,0,1,6,2,32.385245901639344,122,0.0,0.0,0.0,0.0,0.0,
422,10,policy 3,True,7,44,2,0,1,1,0,1,6,2,32.385245901639344,122,0.0,0.0,0.0,0.0,0.0,
423,10,policy 3,True,7,45,2,0,1,1,0,1,6,2,32.385245901639344,122,0.0,0.0,0.0,0.0,0.0,
424,10,policy 3,True,7,46,2,0,1,1,0,1,6,2,32.385245901639344,122,0.0,0.0,0.0,0.0,0.0,
425,10,policy 3,True,7,47,2,0,1,1,0,1,6,2,32.385245901639344,122,0.0,0.0,0.0,0.0,0.0,
426,10,policy 3,True,7,48,2,0,1,1,0,1,6,2,32.385245901639344,122,0.0,0.0,0.0,0.0,0.0,
427,10,policy 3,True,7,49,2,0,1,1,0,1,6,2,32.385245901639344,122,0.0,0.0,0.0,0.0,0.0,
428,10,policy 3,True,7,50,2,0,1,1,0,1,6,2,32.385245901639344,122,0.0,0.0,0.0,0.0,0.0,
429,10,policy 3,True,7,51,2,0,1,1,0,1,6,2,32.385245901639344,122,0.0,0.0,0.0,0.0,0.0,
430,10,policy 3,True,7,52,2,0,1,1,0,1,6,2,32.385245901639344,122,0.0,0.0,0.0,0.0,0.0,
431,10,policy 3,True,7,53,2,0,1,1,0,1,6,2,32.385245901639344,122,0.0,0.0,0.0,0.0,0.0,
432,10,policy 3,True,7,54,2,0,1,1,0,1,6,2,32.385245901639344,122,0.0,0.0,0.0,0.0,0.0,
433,10,policy 3,True,7,55,2,0,1,1,0,1,6,2,32.385245901639344,122,0.0,0.0,0.0,0.0,0.0,
434,10,policy 3,True,7,56,2,0,1,1,0,1,6,2,32.385245901639344,122,0.0,0.0,0.0,0.0,0.0,
435,10,policy 3,True,7,57,2,0,1,1,0,1,6,2,32.385245901639344,122,0.0,0.0,0.0,0.0,0.0,
436,10,policy 3,True,7,58,2,0,1,1,0,1,6,2,32.385245901639344,122,0.0,0.0,0.0,0.0,0.0,
437,10,policy 3,True,7,59,2,0,1,1,0,1,6,2,32.385245901639344,122,0.0,0.0,0.0,0.0,0.0,
438,10,policy 3,True,7,60,2,0,1,1,0,1,6,2,32.385245901639344,122,0.0,0.0,0.0,0.0,0.0,
439,10,policy 3,True,7,61,2,0,1,1,0,1,6,2,32.385245901639344,122,0.0,0.0,0.0,0.0,0.0,
440,10,policy 3,True,7,62,2,0,1,1,0,1,6,2,32.385245901639344,122,0.0,0.0,0.0,0.0,0.0,
441,10,policy 3,True,8,0,1,0,0,0,0,0,0,0,0.0,0,-1.0,0.0,0.0,-inf,,
442,10,policy 3,True,8,1,1,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,,,
443,10,policy 3,True,8,2,1,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,,,
444,10,policy 3,True,8,3,4,0,3,1,0,1,0,0,0.0,0,3.0,3.0,0.0,3.0,3.0,
445,10,policy 3,True,8,4,4,0,3,1,0,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,
446,10,policy 3,True,8,5,7,0,6,3,0,3,0,0,0.0,0,3.0,3.0,0.0,1.0,1.0,
447,10,policy 3,True,8,6,8,0,7,3,0,3,0,0,0.0,0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,
448,10,policy 3,True,8,7,8,0,7,3,0,3,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,
449,10,policy 3,True,8,8,11,0,10,5,0,5,9,0,22.271186440677965,61,3.0,3.0,0.0,0.6,0.6,
450,10,policy 3,True,8,9,12,0,11,6,0,6,9,0,21.819672131147538,61,1.0,1.0,0.0,0.16666666666666666,0.16666666666666666,
451,10,policy 3,True,8,10,12,0,11,6,0,6,9,0,21.819672131147538,61,0.0,0.0,0.0,0.0,0.0,
452,10,policy 3,True,8,11,15,0,14,8,0,8,9,0,21.819672131147538,61,3.0,3.0,0.0,0.375,0.375,
453,10,policy 3,True,8,12,16,0,15,7,0,7,9,0,21.819672131147538,61,1.0,1.0,0.0,0.14285714285714285,0.14285714285714285,
454,10,policy 3,True,8,13,17,0,16,8,0,8,9,0,21.819672131147538,61,1.0,1.0,0.0,0.125,0.125,
455,10,policy 3,True,8,14,18,0,17,8,0,8,9,0,21.819672131147538,61,1.0,1.0,0.0,0.125,0.125,
456,10,policy 3,True,8,15,20,0,19,8,0,8,9,0,21.819672131147538,61,2.0,2.0,0.0,0.25,0.25,
457,10,policy 3,True,8,16,24,0,23,8,0,8,9,0,21.819672131147538,61,4.0,4.0,0.0,0.5,0.5,
458,10,policy 3,True,8,17,26,0,25,7,0,7,9,0,21.819672131147538,61,2.0,2.0,0.0,0.2857142857142857,0.2857142857142857,
459,10,policy 3,True,8,18,27,0,26,9,0,9,9,0,21.819672131147538,61,1.0,1.0,0.0,0.1111111111111111,0.1111111111111111,
460,10,policy 3,True,8,19,31,0,30,10,0,10,9,0,21.819672131147538,61,4.0,4.0,0.0,0.4,0.4,
461,10,policy 3,True,8,20,32,0,31,12,0,12,9,0,21.819672131147538,61,1.0,1.0,0.0,0.08333333333333333,0.08333333333333333,
462,10,policy 3,True,8,21,34,0,33,12,0,12,9,0,21.819672131147538,61,2.0,2.0,0.0,0.16666666666666666,0.16666666666666666,
463,10,policy 3,True,8,22,38,0,37,13,0,13,9,0,21.819672131147538,61,4.0,4.0,0.0,0.3076923076923077,0.3076923076923077,
464,10,policy 3,True,8,23,43,0,42,13,0,13,9,0,21.819672131147538,61,5.0,5.0,0.0,0.38461538461538464,0.38461538461538464,
465,10,policy 3,True,8,24,50,0,49,16,0,16,9,0,21.819672131147538,61,7.0,7.0,0.0,0.4375,0.4375,
466,10,policy 3,True,8,25,52,0,51,16,0,16,9,0,21.819672131147538,61,2.0,2.0,0.0,0.125,0.125,
467,10,policy 3,True,8,26,55,0,54,17,0,17,9,0,21.819672131147538,61,3.0,3.0,0.0,0.17647058823529413,0.17647058823529413,
468,10,policy 3,True,8,27,59,0,58,17,0,17,9,0,21.819672131147538,61,4.0,4.0,0.0,0.23529411764705882,0.23529411764705882,
469,10,policy 3,True,8,28,63,0,62,18,0,18,9,0,21.819672131147538,61,4.0,4.0,0.0,0.2222222222222222,0.2222222222222222,
470,10,policy 3,True,8,29,72,0,71,20,0,20,9,0,21.819672131147538,61,9.0,9.0,0.0,0.45,0.45,
471,10,policy 3,True,8,30,78,0,77,25,0,25,9,0,21.819672131147538,61,6.0,6.0,0.0,0.24,0.24,
472,10,policy 3,True,8,31,86,0,85,29,0,29,9,0,21.819672131147538,61,8.0,8.0,0.0,0.27586206896551724,0.27586206896551724,
473,10,policy 3,True,8,32,92,0,91,30,0,30,9,0,21.819672131147538,61,6.0,6.0,0.0,0.2,0.2,
474,10,policy 3,True,8,33,104,1,102,38,1,37,9,0,21.819672131147538,61,12.0,11.0,1.0,0.3157894736842105,0.2972972972972973,1.0
475,10,policy 3,True,8,34,117,1,115,39,1,38,9,0,21.819672131147538,61,13.0,13.0,0.0,0.3333333333333333,0.34210526315789475,0.0
476,10,policy 3,True,8,35,127,3,123,40,3,37,9,0,21.819672131147538,61,10.0,8.0,2.0,0.25,0.21621621621621623,0.6666666666666666
477,10,policy 3,True,8,36,157,7,149,40,3,37,18,0,22.925,122,30.0,26.0,4.0,0.75,0.7027027027027027,1.3333333333333333
478,10,policy 3,True,8,37,168,9,158,48,4,44,18,0,22.76229508196721,122,11.0,9.0,2.0,0.22916666666666666,0.20454545454545456,0.5
479,10,policy 3,True,8,38,182,9,172,56,4,52,18,0,22.76229508196721,122,14.0,14.0,0.0,0.25,0.2692307692307692,0.0
480,10,policy 3,True,8,39,208,12,195,65,4,61,18,0,22.76229508196721,122,26.0,23.0,3.0,0.4,0.3770491803278688,0.75
481,10,policy 3,True,8,40,226,13,212,79,7,72,18,0,22.76229508196721,122,18.0,17.0,1.0,0.22784810126582278,0.2361111111111111,0.14285714285714285
482,10,policy 3,True,8,41,238,16,221,93,9,84,18,0,22.76229508196721,122,12.0,9.0,3.0,0.12903225806451613,0.10714285714285714,0.3333333333333333
483,10,policy 3,True,8,42,259,20,238,97,12,86,18,0,22.76229508196721,122,21.0,17.0,4.0,0.21649484536082475,0.19767441860465115,0.3333333333333333
484,10,policy 3,True,8,43,292,25,266,99,12,87,18,0,22.76229508196721,122,33.0,28.0,5.0,0.3333333333333333,0.3218390804597701,0.4166666666666667
485,10,policy 3,True,8,44,311,29,281,104,14,90,18,0,22.76229508196721,122,19.0,15.0,4.0,0.18269230769230768,0.16666666666666666,0.2857142857142857
486,10,policy 3,True,8,45,340,32,307,115,14,103,18,0,22.76229508196721,122,29.0,26.0,3.0,0.25217391304347825,0.2524271844660194,0.21428571428571427
487,10,policy 3,True,8,46,365,32,332,117,12,106,18,0,22.76229508196721,122,25.0,25.0,0.0,0.21367521367521367,0.2358490566037736,0.0
488,10,policy 3,True,8,47,404,33,370,129,14,115,18,0,22.76229508196721,122,39.0,38.0,1.0,0.3023255813953488,0.33043478260869563,0.07142857142857142
489,10,policy 3,True,8,48,427,35,391,135,16,119,18,0,22.76229508196721,122,23.0,21.0,2.0,0.17037037037037037,0.17647058823529413,0.125
490,10,policy 3,True,8,49,456,37,418,137,16,126,18,0,22.76229508196721,122,29.0,27.0,2.0,0.2116788321167883,0.21428571428571427,0.125
491,10,policy 3,True,8,50,480,40,439,143,14,130,18,0,22.76229508196721,122,24.0,21.0,3.0,0.16783216783216784,0.16153846153846155,0.21428571428571427
492,10,policy 3,True,8,51,512,41,470,151,14,139,18,0,22.76229508196721,122,32.0,31.0,1.0,0.2119205298013245,0.22302158273381295,0.07142857142857142
493,10,policy 3,True,8,52,531,42,488,161,16,147,18,0,22.76229508196721,122,19.0,18.0,1.0,0.11801242236024845,0.12244897959183673,0.0625
494,10,policy 3,True,8,53,573,49,523,179,18,161,18,0,22.76229508196721,122,42.0,35.0,7.0,0.2346368715083799,0.21739130434782608,0.3888888888888889
495,10,policy 3,True,8,54,602,54,547,193,22,171,18,0,22.76229508196721,122,29.0,24.0,5.0,0.15025906735751296,0.14035087719298245,0.22727272727272727
496,10,policy 3,True,8,55,624,55,568,201,26,175,18,0,22.76229508196721,122,22.0,21.0,1.0,0.10945273631840796,0.12,0.038461538461538464
497,10,policy 3,True,8,56,641,56,585,212,28,184,18,0,22.76229508196721,122,17.0,17.0,1.0,0.08018867924528301,0.09239130434782608,0.03571428571428571
498,10,policy 3,True,8,57,668,60,608,207,29,180,18,0,22.76229508196721,122,27.0,23.0,4.0,0.13043478260869565,0.12777777777777777,0.13793103448275862
499,10,policy 3,True,8,58,691,62,629,207,31,179,18,0,22.76229508196721,122,23.0,21.0,2.0,0.1111111111111111,0.11731843575418995,0.06451612903225806
500,10,policy 3,True,8,59,714,66,648,204,26,178,18,0,22.76229508196721,122,23.0,19.0,4.0,0.11274509803921569,0.10674157303370786,0.15384615384615385
501,10,policy 3,True,8,60,728,69,659,198,29,169,18,0,22.76229508196721,122,14.0,11.0,3.0,0.0707070707070707,0.0650887573964497,0.10344827586206896
502,10,policy 3,True,8,61,743,71,672,188,27,162,18,0,22.76229508196721,122,15.0,13.0,2.0,0.0797872340425532,0.08024691358024691,0.07407407407407407
503,10,policy 3,True,8,62,750,72,678,177,23,154,18,0,22.76229508196721,122,7.0,6.0,1.0,0.03954802259887006,0.03896103896103896,0.043478260869565216
504,10,policy 3,True,9,0,1,0,0,0,0,0,0,0,0.0,0,-749.0,0.0,0.0,-inf,,
505,10,policy 3,True,9,1,1,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,,,
506,10,policy 3,True,9,2,1,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,,,
507,10,policy 3,True,9,3,3,0,2,1,0,1,0,0,0.0,0,2.0,2.0,0.0,2.0,2.0,
508,10,policy 3,True,9,4,3,0,2,1,0,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,
509,10,policy 3,True,9,5,3,0,2,1,0,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,
510,10,policy 3,True,9,6,3,0,2,1,0,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,
511,10,policy 3,True,9,7,3,0,2,1,0,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,
512,10,policy 3,True,9,8,4,0,3,2,0,2,4,1,23.74576271186441,61,1.0,1.0,0.0,0.5,0.5,
513,10,policy 3,True,9,9,5,0,4,2,0,2,4,1,23.131147540983605,61,1.0,1.0,0.0,0.5,0.5,
514,10,policy 3,True,9,10,5,0,4,2,0,2,4,1,23.131147540983605,61,0.0,0.0,0.0,0.0,0.0,
515,10,policy 3,True,9,11,5,0,4,2,0,2,4,1,23.131147540983605,61,0.0,0.0,0.0,0.0,0.0,
516,10,policy 3,True,9,12,10,0,9,2,0,2,4,1,23.131147540983605,61,5.0,5.0,0.0,2.5,2.5,
517,10,policy 3,True,9,13,10,0,9,1,0,1,4,1,23.131147540983605,61,0.0,0.0,0.0,0.0,0.0,
518,10,policy 3,True,9,14,11,0,10,3,0,3,4,1,23.131147540983605,61,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,
519,10,policy 3,True,9,15,12,0,11,4,0,4,4,1,23.131147540983605,61,1.0,1.0,0.0,0.25,0.25,
520,10,policy 3,True,9,16,17,0,16,6,0,6,4,1,23.131147540983605,61,5.0,5.0,0.0,0.8333333333333334,0.8333333333333334,
521,10,policy 3,True,9,17,21,0,20,7,0,7,4,1,23.131147540983605,61,4.0,4.0,0.0,0.5714285714285714,0.5714285714285714,
522,10,policy 3,True,9,18,23,0,22,8,0,8,4,1,23.131147540983605,61,2.0,2.0,0.0,0.25,0.25,
523,10,policy 3,True,9,19,30,0,29,11,0,11,4,1,23.131147540983605,61,7.0,7.0,0.0,0.6363636363636364,0.6363636363636364,
